game_id,value,prob,condition,n
728735,11,0.0,nash,
728735,12,0.0,nash,
728735,13,0.0,nash,
728735,14,0.0,nash,
728735,15,0.0,nash,
728735,16,0.0,nash,
728735,17,1.0,nash,
728735,18,0.0,nash,
740004,9,0.0,nash,
740004,10,0.0,nash,
740004,11,0.0,nash,
740004,12,0.0,nash,
740004,13,0.0,nash,
740004,14,0.0,nash,
740004,15,0.125,nash,
740004,16,0.041666666666666664,nash,
740004,17,0.0,nash,
740004,18,0.0,nash,
740004,19,0.4583333333333333,nash,
740004,20,0.375,nash,
743551,9,0.0,nash,
743551,10,0.0,nash,
743551,11,0.0,nash,
743551,12,0.0,nash,
743551,13,0.0,nash,
743551,14,0.0,nash,
743551,15,0.0,nash,
743551,16,0.0,nash,
743551,17,0.0,nash,
743551,18,0.0,nash,
743551,19,0.0,nash,
743551,20,0.4166666666666667,nash,
743551,21,0.5833333333333334,nash,
756995,9,0.0,nash,
756995,10,0.0,nash,
756995,11,0.0,nash,
756995,12,0.0,nash,
756995,13,0.0,nash,
756995,14,0.0,nash,
756995,15,0.0,nash,
756995,16,0.0,nash,
756995,17,0.0,nash,
756995,18,0.0,nash,
756995,19,0.0,nash,
756995,20,0.0,nash,
756995,21,0.0,nash,
756995,22,0.5263157894736842,nash,
756995,23,0.47368421052631576,nash,
762611,9,0.0,nash,
762611,10,0.0,nash,
762611,11,0.0,nash,
762611,12,0.0,nash,
762611,13,0.0,nash,
762611,14,0.0,nash,
762611,15,0.0,nash,
762611,16,0.0,nash,
762611,17,0.0,nash,
762611,18,0.0,nash,
762611,19,0.0,nash,
762611,20,0.0,nash,
762611,21,0.0,nash,
762611,22,0.0,nash,
762611,23,0.0,nash,
762611,24,0.0,nash,
762611,25,1.0,nash,
763117,9,0.0,nash,
763117,10,0.0,nash,
763117,11,0.0,nash,
763117,12,0.0,nash,
763117,13,0.0,nash,
763117,14,0.0,nash,
763117,15,0.0,nash,
763117,16,0.0,nash,
763117,17,0.0,nash,
763117,18,0.0,nash,
763117,19,0.0,nash,
763117,20,0.0,nash,
763117,21,0.0,nash,
763117,22,0.0,nash,
763117,23,0.0,nash,
763117,24,0.0,nash,
763117,25,1.0,nash,
769805,9,0.0,nash,
769805,10,0.0,nash,
769805,11,0.0,nash,
769805,12,0.0,nash,
769805,13,0.0,nash,
769805,14,0.0,nash,
769805,15,0.0,nash,
769805,16,0.0,nash,
769805,17,0.0,nash,
769805,18,0.0,nash,
769805,19,0.0,nash,
769805,20,0.0,nash,
769805,21,0.0,nash,
769805,22,0.0,nash,
769805,23,0.0,nash,
769805,24,0.0,nash,
769805,25,0.0,nash,
769805,26,1.0,nash,
794235,10,0.375,nash,
794235,11,0.0,nash,
794235,12,0.0,nash,
794235,13,0.0,nash,
794235,14,0.0,nash,
794235,15,0.0,nash,
794235,16,0.0,nash,
794235,17,0.625,nash,
797105,10,0.0,nash,
797105,11,0.0,nash,
797105,12,0.0,nash,
797105,13,0.0,nash,
797105,14,0.0,nash,
797105,15,0.0,nash,
797105,16,1.0,nash,
797105,17,0.0,nash,
801274,10,0.0,nash,
801274,11,0.0,nash,
801274,12,0.0,nash,
801274,13,0.34375,nash,
801274,14,0.0,nash,
801274,15,0.0,nash,
801274,16,0.0,nash,
801274,17,0.0,nash,
801274,18,0.65625,nash,
802517,10,0.0,nash,
802517,11,0.0,nash,
802517,12,0.0,nash,
802517,13,0.0,nash,
802517,14,0.0,nash,
802517,15,0.0,nash,
802517,16,0.0,nash,
802517,17,0.0,nash,
802517,18,0.0,nash,
802517,19,1.0,nash,
802993,10,0.0,nash,
802993,11,0.0,nash,
802993,12,0.0,nash,
802993,13,0.0,nash,
802993,14,0.0,nash,
802993,15,0.0,nash,
802993,16,0.0,nash,
802993,17,0.0,nash,
802993,18,0.0,nash,
802993,19,1.0,nash,
806740,10,0.0,nash,
806740,11,0.0,nash,
806740,12,0.0,nash,
806740,13,0.5,nash,
806740,14,0.0,nash,
806740,15,0.0,nash,
806740,16,0.3333333333333333,nash,
806740,17,0.0,nash,
806740,18,0.0,nash,
806740,19,0.16666666666666666,nash,
811585,10,1.0,nash,
811585,11,0.0,nash,
811585,12,0.0,nash,
811585,13,0.0,nash,
811585,14,0.0,nash,
811585,15,0.0,nash,
811585,16,0.0,nash,
811585,17,0.0,nash,
811585,18,0.0,nash,
811585,19,0.0,nash,
811585,20,0.0,nash,
817541,10,0.0,nash,
817541,11,0.0,nash,
817541,12,0.0,nash,
817541,13,0.0,nash,
817541,14,0.0,nash,
817541,15,0.0,nash,
817541,16,0.0,nash,
817541,17,0.0,nash,
817541,18,0.0,nash,
817541,19,0.0,nash,
817541,20,0.0,nash,
817541,21,0.0,nash,
817541,22,1.0,nash,
822160,10,0.0,nash,
822160,11,0.0,nash,
822160,12,0.0,nash,
822160,13,0.0,nash,
822160,14,0.0,nash,
822160,15,0.0,nash,
822160,16,0.0,nash,
822160,17,0.03508771929824561,nash,
822160,18,0.08771929824561403,nash,
822160,19,0.14035087719298245,nash,
822160,20,0.19298245614035087,nash,
822160,21,0.24561403508771928,nash,
822160,22,0.2982456140350877,nash,
826787,10,0.7647058823529411,nash,
826787,11,0.0,nash,
826787,12,0.0,nash,
826787,13,0.0,nash,
826787,14,0.0,nash,
826787,15,0.0,nash,
826787,16,0.0,nash,
826787,17,0.0,nash,
826787,18,0.0,nash,
826787,19,0.0,nash,
826787,20,0.0,nash,
826787,21,0.0,nash,
826787,22,0.0,nash,
826787,23,0.23529411764705882,nash,
835432,10,0.0,nash,
835432,11,0.0,nash,
835432,12,0.0,nash,
835432,13,0.0,nash,
835432,14,0.0,nash,
835432,15,0.0,nash,
835432,16,0.0,nash,
835432,17,0.0,nash,
835432,18,0.0,nash,
835432,19,0.0,nash,
835432,20,0.0,nash,
835432,21,0.0,nash,
835432,22,0.0,nash,
835432,23,0.0,nash,
835432,24,0.0,nash,
835432,25,1.0,nash,
838136,10,0.0,nash,
838136,11,0.0,nash,
838136,12,0.0,nash,
838136,13,0.0,nash,
838136,14,0.0,nash,
838136,15,0.0,nash,
838136,16,0.0,nash,
838136,17,0.0,nash,
838136,18,0.0,nash,
838136,19,0.0,nash,
838136,20,0.0,nash,
838136,21,0.0,nash,
838136,22,0.0,nash,
838136,23,0.0,nash,
838136,24,0.0,nash,
838136,25,0.0,nash,
838136,26,1.0,nash,
842230,10,0.0,nash,
842230,11,0.0,nash,
842230,12,0.0,nash,
842230,13,0.0,nash,
842230,14,0.0,nash,
842230,15,0.0,nash,
842230,16,0.0,nash,
842230,17,0.0,nash,
842230,18,0.0,nash,
842230,19,0.0,nash,
842230,20,0.0,nash,
842230,21,0.03508771929824561,nash,
842230,22,0.08771929824561403,nash,
842230,23,0.14035087719298245,nash,
842230,24,0.19298245614035087,nash,
842230,25,0.24561403508771928,nash,
842230,26,0.2982456140350877,nash,
844902,10,0.0,nash,
844902,11,0.0,nash,
844902,12,0.0,nash,
844902,13,0.0,nash,
844902,14,0.0,nash,
844902,15,0.0,nash,
844902,16,0.0,nash,
844902,17,0.0,nash,
844902,18,0.0,nash,
844902,19,0.0,nash,
844902,20,0.0,nash,
844902,21,0.0,nash,
844902,22,0.0,nash,
844902,23,0.0,nash,
844902,24,0.0,nash,
844902,25,0.0,nash,
844902,26,0.55,nash,
844902,27,0.45,nash,
849774,10,0.0,nash,
849774,11,0.0,nash,
849774,12,0.0,nash,
849774,13,0.0,nash,
849774,14,0.0,nash,
849774,15,0.0,nash,
849774,16,0.0,nash,
849774,17,0.0,nash,
849774,18,0.0,nash,
849774,19,0.0,nash,
849774,20,0.0,nash,
849774,21,0.0,nash,
849774,22,0.1,nash,
849774,23,0.0,nash,
849774,24,0.0,nash,
849774,25,0.6,nash,
849774,26,0.0,nash,
849774,27,0.0,nash,
849774,28,0.3,nash,
870816,11,0.0,nash,
870816,12,0.0,nash,
870816,13,0.0,nash,
870816,14,0.0,nash,
870816,15,0.0,nash,
870816,16,0.0,nash,
870816,17,0.0,nash,
870816,18,1.0,nash,
875902,11,0.0,nash,
875902,12,0.0,nash,
875902,13,0.14285714285714285,nash,
875902,14,0.0,nash,
875902,15,0.42857142857142855,nash,
875902,16,0.0,nash,
875902,17,0.2857142857142857,nash,
875902,18,0.0,nash,
875902,19,0.14285714285714285,nash,
876297,11,0.0962962962962963,nash,
876297,12,0.0962962962962963,nash,
876297,13,0.0962962962962963,nash,
876297,14,0.0962962962962963,nash,
876297,15,0.0962962962962963,nash,
876297,16,0.0962962962962963,nash,
876297,17,0.0962962962962963,nash,
876297,18,0.0962962962962963,nash,
876297,19,0.22962962962962963,nash,
877285,11,0.0,nash,
877285,12,0.17105263157894737,nash,
877285,13,0.11842105263157894,nash,
877285,14,0.0,nash,
877285,15,0.0,nash,
877285,16,0.3815789473684211,nash,
877285,17,0.32894736842105265,nash,
877285,18,0.0,nash,
877285,19,0.0,nash,
880924,11,0.0,nash,
880924,12,0.0,nash,
880924,13,0.0,nash,
880924,14,0.35714285714285715,nash,
880924,15,0.0,nash,
880924,16,0.0,nash,
880924,17,0.42857142857142855,nash,
880924,18,0.0,nash,
880924,19,0.0,nash,
880924,20,0.21428571428571427,nash,
881079,11,1.0,nash,
881079,12,0.0,nash,
881079,13,0.0,nash,
881079,14,0.0,nash,
881079,15,0.0,nash,
881079,16,0.0,nash,
881079,17,0.0,nash,
881079,18,0.0,nash,
881079,19,0.0,nash,
881079,20,0.0,nash,
890020,11,0.0,nash,
890020,12,0.0,nash,
890020,13,0.0,nash,
890020,14,0.0,nash,
890020,15,0.0,nash,
890020,16,0.0,nash,
890020,17,0.0,nash,
890020,18,0.0,nash,
890020,19,0.1,nash,
890020,20,0.2,nash,
890020,21,0.3,nash,
890020,22,0.4,nash,
892859,11,0.0,nash,
892859,12,0.0,nash,
892859,13,0.0,nash,
892859,14,0.0,nash,
892859,15,0.0,nash,
892859,16,0.0,nash,
892859,17,0.0,nash,
892859,18,0.0,nash,
892859,19,0.0,nash,
892859,20,0.0,nash,
892859,21,0.0,nash,
892859,22,0.0,nash,
892859,23,1.0,nash,
896206,11,1.0,nash,
896206,12,0.0,nash,
896206,13,0.0,nash,
896206,14,0.0,nash,
896206,15,0.0,nash,
896206,16,0.0,nash,
896206,17,0.0,nash,
896206,18,0.0,nash,
896206,19,0.0,nash,
896206,20,0.0,nash,
896206,21,0.0,nash,
896206,22,0.0,nash,
896206,23,0.0,nash,
896896,11,0.0,nash,
896896,12,0.0,nash,
896896,13,0.0,nash,
896896,14,0.0,nash,
896896,15,0.0,nash,
896896,16,0.0,nash,
896896,17,0.0,nash,
896896,18,0.0,nash,
896896,19,0.0,nash,
896896,20,0.0,nash,
896896,21,0.0,nash,
896896,22,1.0,nash,
896896,23,0.0,nash,
905327,11,0.0,nash,
905327,12,0.0,nash,
905327,13,0.0,nash,
905327,14,0.0,nash,
905327,15,0.0,nash,
905327,16,0.0,nash,
905327,17,0.0,nash,
905327,18,0.0,nash,
905327,19,0.0,nash,
905327,20,0.0,nash,
905327,21,0.01818181818181818,nash,
905327,22,0.10909090909090909,nash,
905327,23,0.2,nash,
905327,24,0.2909090909090909,nash,
905327,25,0.38181818181818183,nash,
911082,11,0.0,nash,
911082,12,0.0,nash,
911082,13,0.0,nash,
911082,14,0.0,nash,
911082,15,0.0,nash,
911082,16,0.0,nash,
911082,17,0.0,nash,
911082,18,0.0,nash,
911082,19,0.0,nash,
911082,20,0.03571428571428571,nash,
911082,21,0.0,nash,
911082,22,0.17857142857142858,nash,
911082,23,0.0,nash,
911082,24,0.32142857142857145,nash,
911082,25,0.0,nash,
911082,26,0.4642857142857143,nash,
911417,11,0.0,nash,
911417,12,0.0,nash,
911417,13,0.0,nash,
911417,14,0.0,nash,
911417,15,0.0,nash,
911417,16,0.0,nash,
911417,17,0.0,nash,
911417,18,0.0,nash,
911417,19,0.0,nash,
911417,20,0.0,nash,
911417,21,0.0,nash,
911417,22,0.0,nash,
911417,23,0.0,nash,
911417,24,0.0,nash,
911417,25,1.0,nash,
911417,26,0.0,nash,
911714,11,0.0,nash,
911714,12,0.0,nash,
911714,13,0.0,nash,
911714,14,0.0,nash,
911714,15,0.0,nash,
911714,16,0.0,nash,
911714,17,0.0,nash,
911714,18,0.0,nash,
911714,19,0.0,nash,
911714,20,0.0,nash,
911714,21,0.0,nash,
911714,22,0.0,nash,
911714,23,0.0,nash,
911714,24,0.0,nash,
911714,25,0.46875,nash,
911714,26,0.53125,nash,
919592,11,0.0,nash,
919592,12,0.0,nash,
919592,13,0.0,nash,
919592,14,0.0,nash,
919592,15,0.0,nash,
919592,16,0.0,nash,
919592,17,0.0,nash,
919592,18,0.0,nash,
919592,19,0.0,nash,
919592,20,0.0,nash,
919592,21,0.0,nash,
919592,22,0.0,nash,
919592,23,0.0,nash,
919592,24,0.0,nash,
919592,25,0.0625,nash,
919592,26,0.1875,nash,
919592,27,0.3125,nash,
919592,28,0.4375,nash,
920665,11,0.0,nash,
920665,12,0.0,nash,
920665,13,0.0,nash,
920665,14,0.0,nash,
920665,15,0.0,nash,
920665,16,0.0,nash,
920665,17,0.0,nash,
920665,18,0.0,nash,
920665,19,0.0,nash,
920665,20,0.0,nash,
920665,21,0.0,nash,
920665,22,0.0,nash,
920665,23,0.0,nash,
920665,24,0.0,nash,
920665,25,0.0,nash,
920665,26,0.0,nash,
920665,27,1.0,nash,
920665,28,0.0,nash,
928449,12,0.0,nash,
928449,13,0.5,nash,
928449,14,0.0,nash,
928449,15,0.0,nash,
928449,16,0.5,nash,
929323,12,1.0,nash,
929323,13,0.0,nash,
929323,14,0.0,nash,
929323,15,0.0,nash,
929323,16,0.0,nash,
931299,12,0.0,nash,
931299,13,0.0,nash,
931299,14,0.0,nash,
931299,15,0.0,nash,
931299,16,1.0,nash,
937529,12,0.03508771929824561,nash,
937529,13,0.08771929824561403,nash,
937529,14,0.14035087719298245,nash,
937529,15,0.19298245614035087,nash,
937529,16,0.24561403508771928,nash,
937529,17,0.2982456140350877,nash,
941287,12,0.0,nash,
941287,13,0.0,nash,
941287,14,0.0,nash,
941287,15,0.0,nash,
941287,16,0.0,nash,
941287,17,0.4642857142857143,nash,
941287,18,0.5357142857142857,nash,
942960,12,0.0,nash,
942960,13,0.0,nash,
942960,14,0.0,nash,
942960,15,0.0,nash,
942960,16,0.0,nash,
942960,17,0.0,nash,
942960,18,0.0,nash,
942960,19,1.0,nash,
943453,12,0.0,nash,
943453,13,0.0,nash,
943453,14,0.0,nash,
943453,15,0.0,nash,
943453,16,0.0,nash,
943453,17,0.0,nash,
943453,18,0.0,nash,
943453,19,1.0,nash,
947775,12,0.0,nash,
947775,13,0.0,nash,
947775,14,0.0,nash,
947775,15,0.0,nash,
947775,16,0.0,nash,
947775,17,0.0,nash,
947775,18,0.0,nash,
947775,19,0.0,nash,
947775,20,1.0,nash,
954301,12,0.0,nash,
954301,13,0.0,nash,
954301,14,0.0,nash,
954301,15,0.0,nash,
954301,16,0.0,nash,
954301,17,0.0,nash,
954301,18,0.0,nash,
954301,19,0.0,nash,
954301,20,0.0,nash,
954301,21,1.0,nash,
956659,12,1.0,nash,
956659,13,0.0,nash,
956659,14,0.0,nash,
956659,15,0.0,nash,
956659,16,0.0,nash,
956659,17,0.0,nash,
956659,18,0.0,nash,
956659,19,0.0,nash,
956659,20,0.0,nash,
956659,21,0.0,nash,
960005,12,0.0,nash,
960005,13,0.0,nash,
960005,14,0.0,nash,
960005,15,0.0,nash,
960005,16,0.0,nash,
960005,17,0.0,nash,
960005,18,0.0,nash,
960005,19,0.0,nash,
960005,20,0.0,nash,
960005,21,1.0,nash,
960005,22,0.0,nash,
965643,12,1.0,nash,
965643,13,0.0,nash,
965643,14,0.0,nash,
965643,15,0.0,nash,
965643,16,0.0,nash,
965643,17,0.0,nash,
965643,18,0.0,nash,
965643,19,0.0,nash,
965643,20,0.0,nash,
965643,21,0.0,nash,
965643,22,0.0,nash,
965643,23,0.0,nash,
979758,12,0.0,nash,
979758,13,0.0,nash,
979758,14,0.0,nash,
979758,15,0.0,nash,
979758,16,0.0,nash,
979758,17,0.0,nash,
979758,18,0.0,nash,
979758,19,0.0,nash,
979758,20,0.0,nash,
979758,21,0.0,nash,
979758,22,0.0,nash,
979758,23,0.0,nash,
979758,24,0.0,nash,
979758,25,0.0,nash,
979758,26,1.0,nash,
984204,12,0.0,nash,
984204,13,0.0,nash,
984204,14,0.0,nash,
984204,15,0.0,nash,
984204,16,0.0,nash,
984204,17,0.0,nash,
984204,18,0.0,nash,
984204,19,0.0,nash,
984204,20,0.0,nash,
984204,21,0.0,nash,
984204,22,0.16666666666666666,nash,
984204,23,0.0,nash,
984204,24,0.0,nash,
984204,25,0.0,nash,
984204,26,0.8333333333333334,nash,
984204,27,0.0,nash,
1011122,13,0.0,nash,
1011122,14,0.0,nash,
1011122,15,0.4230769230769231,nash,
1011122,16,0.0,nash,
1011122,17,0.5769230769230769,nash,
1011122,18,0.0,nash,
1021372,13,0.0,nash,
1021372,14,0.35714285714285715,nash,
1021372,15,0.0,nash,
1021372,16,0.0,nash,
1021372,17,0.42857142857142855,nash,
1021372,18,0.0,nash,
1021372,19,0.0,nash,
1021372,20,0.21428571428571427,nash,
1034535,13,0.0,nash,
1034535,14,0.0,nash,
1034535,15,0.0,nash,
1034535,16,0.0,nash,
1034535,17,0.0,nash,
1034535,18,0.0,nash,
1034535,19,0.0,nash,
1034535,20,0.0,nash,
1034535,21,0.0,nash,
1034535,22,0.0,nash,
1034535,23,1.0,nash,
1035491,13,0.0,nash,
1035491,14,0.0,nash,
1035491,15,0.0,nash,
1035491,16,0.0,nash,
1035491,17,0.0,nash,
1035491,18,0.0,nash,
1035491,19,0.0,nash,
1035491,20,0.1,nash,
1035491,21,0.2,nash,
1035491,22,0.3,nash,
1035491,23,0.4,nash,
1044236,13,0.0,nash,
1044236,14,0.0,nash,
1044236,15,0.0,nash,
1044236,16,0.0,nash,
1044236,17,0.0,nash,
1044236,18,0.0,nash,
1044236,19,0.0,nash,
1044236,20,0.0,nash,
1044236,21,0.0,nash,
1044236,22,0.0,nash,
1044236,23,0.0,nash,
1044236,24,0.4,nash,
1044236,25,0.6,nash,
1053390,13,0.0,nash,
1053390,14,0.0,nash,
1053390,15,0.0,nash,
1053390,16,0.0,nash,
1053390,17,0.0,nash,
1053390,18,0.0,nash,
1053390,19,0.0,nash,
1053390,20,0.0,nash,
1053390,21,0.0,nash,
1053390,22,0.0,nash,
1053390,23,0.0,nash,
1053390,24,0.0,nash,
1053390,25,0.0,nash,
1053390,26,0.0,nash,
1053390,27,1.0,nash,
1060946,13,0.0,nash,
1060946,14,0.0,nash,
1060946,15,0.0,nash,
1060946,16,0.0,nash,
1060946,17,0.0,nash,
1060946,18,0.0,nash,
1060946,19,0.0,nash,
1060946,20,0.0,nash,
1060946,21,0.0,nash,
1060946,22,0.0,nash,
1060946,23,0.0,nash,
1060946,24,0.0,nash,
1060946,25,0.0,nash,
1060946,26,0.0,nash,
1060946,27,0.0,nash,
1060946,28,1.0,nash,
1062222,13,0.0,nash,
1062222,14,1.0,nash,
1062222,15,0.0,nash,
1062222,16,0.0,nash,
1062222,17,0.0,nash,
1062222,18,0.0,nash,
1062222,19,0.0,nash,
1062222,20,0.0,nash,
1062222,21,0.0,nash,
1062222,22,0.0,nash,
1062222,23,0.0,nash,
1062222,24,0.0,nash,
1062222,25,0.0,nash,
1062222,26,0.0,nash,
1062222,27,0.0,nash,
1062222,28,0.0,nash,
1068891,13,0.0,nash,
1068891,14,0.0,nash,
1068891,15,0.0,nash,
1068891,16,0.0,nash,
1068891,17,0.0,nash,
1068891,18,0.0,nash,
1068891,19,0.0,nash,
1068891,20,0.0,nash,
1068891,21,0.0,nash,
1068891,22,0.0,nash,
1068891,23,0.0,nash,
1068891,24,0.0,nash,
1068891,25,0.0,nash,
1068891,26,0.0,nash,
1068891,27,0.0,nash,
1068891,28,0.5,nash,
1068891,29,0.0,nash,
1068891,30,0.5,nash,
1076112,13,0.0,nash,
1076112,14,0.0,nash,
1076112,15,0.0,nash,
1076112,16,0.0,nash,
1076112,17,0.0,nash,
1076112,18,0.0,nash,
1076112,19,0.0,nash,
1076112,20,0.0,nash,
1076112,21,0.0,nash,
1076112,22,0.0,nash,
1076112,23,0.0,nash,
1076112,24,0.0,nash,
1076112,25,0.5833333333333334,nash,
1076112,26,0.0,nash,
1076112,27,0.4166666666666667,nash,
1076112,28,0.0,nash,
1076112,29,0.0,nash,
1076112,30,0.0,nash,
1076112,31,0.0,nash,
1077540,13,0.0,nash,
1077540,14,0.0,nash,
1077540,15,0.0,nash,
1077540,16,0.0,nash,
1077540,17,0.0,nash,
1077540,18,0.0,nash,
1077540,19,0.0,nash,
1077540,20,0.0,nash,
1077540,21,0.0,nash,
1077540,22,0.0,nash,
1077540,23,0.0,nash,
1077540,24,0.0,nash,
1077540,25,0.0,nash,
1077540,26,0.0,nash,
1077540,27,0.0,nash,
1077540,28,0.0,nash,
1077540,29,0.0,nash,
1077540,30,0.0,nash,
1077540,31,1.0,nash,
1079799,14,0.0,nash,
1079799,15,0.0,nash,
1079799,16,0.0,nash,
1079799,17,0.0,nash,
1079799,18,1.0,nash,
1089703,14,0.0,nash,
1089703,15,0.0,nash,
1089703,16,0.0,nash,
1089703,17,0.0,nash,
1089703,18,0.0,nash,
1089703,19,0.0,nash,
1089703,20,1.0,nash,
1095024,14,0.0,nash,
1095024,15,0.0,nash,
1095024,16,0.0,nash,
1095024,17,0.25,nash,
1095024,18,0.0,nash,
1095024,19,0.5,nash,
1095024,20,0.0,nash,
1095024,21,0.25,nash,
1095674,14,0.0,nash,
1095674,15,0.0,nash,
1095674,16,0.0,nash,
1095674,17,0.0,nash,
1095674,18,0.1,nash,
1095674,19,0.2,nash,
1095674,20,0.3,nash,
1095674,21,0.4,nash,
1098317,14,0.0,nash,
1098317,15,0.0,nash,
1098317,16,0.0,nash,
1098317,17,0.0,nash,
1098317,18,0.0,nash,
1098317,19,0.0,nash,
1098317,20,0.0,nash,
1098317,21,0.0,nash,
1098317,22,1.0,nash,
1103095,14,0.0,nash,
1103095,15,0.0,nash,
1103095,16,0.0,nash,
1103095,17,0.0,nash,
1103095,18,0.0,nash,
1103095,19,0.0,nash,
1103095,20,0.0,nash,
1103095,21,1.0,nash,
1103095,22,0.0,nash,
1111577,14,0.0,nash,
1111577,15,0.0,nash,
1111577,16,0.0,nash,
1111577,17,0.0,nash,
1111577,18,0.0,nash,
1111577,19,0.0,nash,
1111577,20,0.0,nash,
1111577,21,0.0,nash,
1111577,22,0.0,nash,
1111577,23,0.0,nash,
1111577,24,1.0,nash,
1112448,14,0.0,nash,
1112448,15,0.0,nash,
1112448,16,0.0,nash,
1112448,17,0.0,nash,
1112448,18,0.29411764705882354,nash,
1112448,19,0.0,nash,
1112448,20,0.35294117647058826,nash,
1112448,21,0.0,nash,
1112448,22,0.23529411764705882,nash,
1112448,23,0.0,nash,
1112448,24,0.11764705882352941,nash,
1118593,14,0.0,nash,
1118593,15,0.0,nash,
1118593,16,0.0,nash,
1118593,17,0.0,nash,
1118593,18,0.0,nash,
1118593,19,0.0,nash,
1118593,20,0.0,nash,
1118593,21,0.0,nash,
1118593,22,0.0,nash,
1118593,23,0.0,nash,
1118593,24,0.0,nash,
1118593,25,0.0,nash,
1118593,26,1.0,nash,
1119833,14,0.0,nash,
1119833,15,0.0,nash,
1119833,16,0.0,nash,
1119833,17,0.0,nash,
1119833,18,0.0,nash,
1119833,19,0.0,nash,
1119833,20,0.0,nash,
1119833,21,0.0,nash,
1119833,22,0.0,nash,
1119833,23,0.14285714285714285,nash,
1119833,24,0.42857142857142855,nash,
1119833,25,0.2857142857142857,nash,
1119833,26,0.14285714285714285,nash,
1124205,14,1.0,nash,
1124205,15,0.0,nash,
1124205,16,0.0,nash,
1124205,17,0.0,nash,
1124205,18,0.0,nash,
1124205,19,0.0,nash,
1124205,20,0.0,nash,
1124205,21,0.0,nash,
1124205,22,0.0,nash,
1124205,23,0.0,nash,
1124205,24,0.0,nash,
1124205,25,0.0,nash,
1124205,26,0.0,nash,
1124205,27,0.0,nash,
1135895,14,0.0,nash,
1135895,15,0.0,nash,
1135895,16,0.0,nash,
1135895,17,0.0,nash,
1135895,18,0.0,nash,
1135895,19,0.0,nash,
1135895,20,0.0,nash,
1135895,21,0.0,nash,
1135895,22,0.0,nash,
1135895,23,0.0,nash,
1135895,24,0.0,nash,
1135895,25,0.0,nash,
1135895,26,0.0,nash,
1135895,27,0.0,nash,
1135895,28,0.0,nash,
1135895,29,1.0,nash,
1140976,14,0.0,nash,
1140976,15,0.0,nash,
1140976,16,0.0,nash,
1140976,17,0.0,nash,
1140976,18,0.0,nash,
1140976,19,0.0,nash,
1140976,20,0.0,nash,
1140976,21,0.0,nash,
1140976,22,0.0,nash,
1140976,23,0.0,nash,
1140976,24,0.0,nash,
1140976,25,0.0,nash,
1140976,26,0.0,nash,
1140976,27,0.0,nash,
1140976,28,0.0,nash,
1140976,29,0.0,nash,
1140976,30,1.0,nash,
1144760,14,0.0,nash,
1144760,15,0.0,nash,
1144760,16,0.0,nash,
1144760,17,0.0,nash,
1144760,18,0.0,nash,
1144760,19,0.0,nash,
1144760,20,0.0,nash,
1144760,21,0.0,nash,
1144760,22,0.0,nash,
1144760,23,0.0,nash,
1144760,24,0.0,nash,
1144760,25,0.0,nash,
1144760,26,0.0,nash,
1144760,27,0.0,nash,
1144760,28,0.0,nash,
1144760,29,0.6666666666666666,nash,
1144760,30,0.0,nash,
1144760,31,0.3333333333333333,nash,
1145325,14,1.0,nash,
1145325,15,0.0,nash,
1145325,16,0.0,nash,
1145325,17,0.0,nash,
1145325,18,0.0,nash,
1145325,19,0.0,nash,
1145325,20,0.0,nash,
1145325,21,0.0,nash,
1145325,22,0.0,nash,
1145325,23,0.0,nash,
1145325,24,0.0,nash,
1145325,25,0.0,nash,
1145325,26,0.0,nash,
1145325,27,0.0,nash,
1145325,28,0.0,nash,
1145325,29,0.0,nash,
1145325,30,0.0,nash,
1145325,31,0.0,nash,
1150460,14,0.0,nash,
1150460,15,0.0,nash,
1150460,16,0.0,nash,
1150460,17,0.0,nash,
1150460,18,0.0,nash,
1150460,19,0.0,nash,
1150460,20,0.0,nash,
1150460,21,0.0,nash,
1150460,22,0.0,nash,
1150460,23,0.0,nash,
1150460,24,0.0,nash,
1150460,25,0.0,nash,
1150460,26,0.0,nash,
1150460,27,0.0,nash,
1150460,28,0.0,nash,
1150460,29,0.3333333333333333,nash,
1150460,30,0.3333333333333333,nash,
1150460,31,0.2222222222222222,nash,
1150460,32,0.1111111111111111,nash,
1157259,15,0.0,nash,
1157259,16,0.0,nash,
1157259,17,0.0,nash,
1157259,18,0.0,nash,
1157259,19,1.0,nash,
1166228,15,0.0,nash,
1166228,16,0.0,nash,
1166228,17,0.0,nash,
1166228,18,0.0,nash,
1166228,19,0.0,nash,
1166228,20,0.0,nash,
1166228,21,1.0,nash,
1175721,15,0.0,nash,
1175721,16,0.3888888888888889,nash,
1175721,17,0.0,nash,
1175721,18,0.0,nash,
1175721,19,0.0,nash,
1175721,20,0.0,nash,
1175721,21,0.0,nash,
1175721,22,0.0,nash,
1175721,23,0.6111111111111112,nash,
1187959,15,0.0,nash,
1187959,16,0.0,nash,
1187959,17,0.0,nash,
1187959,18,0.0,nash,
1187959,19,0.5,nash,
1187959,20,0.0,nash,
1187959,21,0.0,nash,
1187959,22,0.3333333333333333,nash,
1187959,23,0.0,nash,
1187959,24,0.0,nash,
1187959,25,0.16666666666666666,nash,
1197912,15,0.0,nash,
1197912,16,0.0,nash,
1197912,17,0.0,nash,
1197912,18,0.0,nash,
1197912,19,0.0,nash,
1197912,20,0.0,nash,
1197912,21,0.0,nash,
